Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra spp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tabulata,Pennate Diatoms,(C. Agardh) Kützing,www.algaebase.org,Tabularia tabulata,(C. Agardh) Snoeijs,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra tenera,Pennate Diatoms,W. Smith,www.algaebase.org,Fragilaria tenera,(W. Smith) Lange-Bertalot,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,marine
Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria tenera,Pennate Diatoms,,,None,,,,,,
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra ulna,Pennate Diatoms,(Nitzsch) Ehrenberg,www.algaebase.org,Ulnaria ulna,(Nitzsch) Compére,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Synedra,Synedra vaucheriae,Pennate Diatoms,(Kützing) Kützing,www.algaebase.org,Fragilaria vaucheriae,(Kützing) J.B. Petersen,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Synurophyceae,Synura,Synura sp.,Synurophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Synurophyceae,Synura,cf. Synura sp.,Synurophytes,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Synurophyceae,Synura,Synura uvella,Synurophytes,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria fenestrata,Pennate Diatoms,(Lyngbye) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria flocculosa,Pennate Diatoms,(Roth) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Tabellaria,Tabellaria sp.,Pennate Diatoms,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Teilingia,Teilingia granulata,Green Algae,(J. Roy and Bisset) Bourrelly,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax acuta,Cryptophytes,(Butcher) D.R.A. Hill,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax cf. acuta,Cryptophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Teleaulax,Teleaulax sp.,Cryptophytes,D.R.A. Hill,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Terpsinoe,Terpsinoe musica,Centric Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
Chromista,Ochrophyta,Coscinodiscophyceae,Terpsinoe,Terpsinoe sp.,Centric Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Tetracystis,Tetracystis chlorococcoides,Green Algae,(Korshikov) S. Watanabe,www.algaebase.org,Chlorococcum chlorococcoides,(Korshikov) Philipose,www.algaebase.org,Wehr and Sheath 2003,solitary or colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetradesmus,Tetradesmus dimorphus,Green Algae,(Turpin) M.J. Wynne,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetradesmus,Tetradesmus sp.,Green Algae,Smith,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron caudatum,Green Algae,(Corda) Hansgirg,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron limneticum,Green Algae,Borge,www.algaebase.org,Pseudostaurastrum limneticum,(Borge) Couté and Rousselin,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron lunula,Green Algae,(Reinsch) Hansgirg,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron minimum,Green Algae,(A. Braun) Hansgirg,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron muticum,Green Algae,(A. Br.) Hansgirg,www.algaebase.org,Goniochloris mutica,(A. Braun) Fott,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron regulare,Green Algae,Kützing,www.algaebase.org,Tetraedriella regularis,(Kützing) Fott,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron sp.,Green Algae,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron trigonum,Green Algae,(Nägeli) Hansgirg,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraedron,Tetraedron trigonum var. gracile,Green Algae,(Reinsch) De Toni,www.algaebase.org,Tetraedron gracile,(Reinsch) Hansgirg,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis cordiformis,Green Algae,(H.J. Carter) Stein,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis maculata,Green Algae,Butcher,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis sp.,Green Algae,Stein,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Tetraselmis,Tetraselmis wettsteinii,Green Algae,(J. Schiller) Throndsen,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum cf. glabrum,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum elegans,Green Algae,Playfair,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum glabrum,Green Algae,(Y.V. Roll) Ahlstrom and Tiffany,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum heteracanthum,Green Algae,(Nordstedt) Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum sp.,Green Algae,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum staurogeniaeforme,Green Algae,(Schröder) Lemmermann,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Tetrastrum,Tetrastrum triangulare,Green Algae,(Chodat) Komárek,www.algaebase.org,Lemmermannia triangularis,(Chodat) C. Bock and Krienitz,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema nitzschioides,Pennate Diatoms,(Grunow) Mereschkowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Fragilariophyceae,Thalassionema,Thalassionema sp.,Pennate Diatoms,Peragallo,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira cf. decipiens,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira cf. eccentrica,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira eccentrica,Centric Diatoms,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira rotula,Centric Diatoms,Meunier,www.algaebase.org,Thalassiosira gravida,Cleve,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira sp.,Centric Diatoms,Cleve,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Thalassiosira,Thalassiosira tenera,Centric Diatoms,Proschkina-Lavrenko,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas abrupta,Euglenoids,Svirenko,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas hispida,Euglenoids,(Perty) F. Stein,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas sp.,Euglenoids,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas spp.,Euglenoids,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Trachelomonas,Trachelomonas volvocina,Euglenoids,(Ehrenberg) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Xanthophyceae,Trachychloron,Trachychloron depauperatum,Xanthophytes,Pascher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Treubaria,Treubaria setigera,Green Algae,(Archer) G.M. Smith,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Treubaria,Treubaria sp.,Green Algae,C. Bernard,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Triceratium,Triceratium sp.,Centric Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,marine
Plantae,Chlorophyta,Chlorophyceae,Trochiscia,Trochiscia sp.,Green Algae,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella acuminata,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella calida,Pennate Diatoms,(Grunow) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. acuminata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. apiculata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. calida,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella cf. hungarica,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella granulata,Pennate Diatoms,(Grunow) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella levidensis,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,cf. Tryblionella levidensis,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella persuadens,Pennate Diatoms,"(Cholnoki) K.P. Cavalcante, P.I. Tremarin & T.A.V. Ludwig",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella sp.,Pennate Diatoms,W. Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Tryblionella,Tryblionella victoriae,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria cf. acus,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria cf. delicatissima,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria cf. ulna,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria contracta,Pennate Diatoms,(Østrup) E.A. Morales & M.L. Vis,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria sp.,Pennate Diatoms,(Kützing) Compère,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Ulnaria,Ulnaria ulna,Pennate Diatoms,(Nitzsch) P. Compère,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix sp.,Green Algae,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater to marine
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix subconstricta,Green Algae,G.S. West,www.algaebase.org,Gloeotila subconstricta,(G.S. West) Printz,www.algaebase.org,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix subtilissima,Green Algae,Rabenhorst,www.algaebase.org,Klebsormidium subtile,"(Kützing) Mikhailyuk, Glaser, Holzinger and Karsten",www.algaebase.org,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Ulothrix,Ulothrix tenuissima,Green Algae,Kützing,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Unknown,Unknown,Unknown,Unknown,Unknown Algae,Unknown,Unknown,Unknown,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Coscinodiscophyceae,Unknown centric diatom,Unknown Centric Diatom,Centric Diatoms,Unknown,Unknown,Unknown centric diatom,Unknown,Unknown,Cavalier-Smith 1998,unknown,unknown,unknown
Chromista,Ochrophyta,Chrysophyceae,Unknown chrysophyte,Unknown chrysophyte,Chrysophytes,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Unknown,Unknown Coccoid Green Alga,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,Unknown,Unknown,Unknown
Bacteria,Cyanobacteria,Cyanophyceae,Unknown Cyanobacterium,Unknown Cyanobacterium,Cyanobacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,Unknown,Unknown,Unknown
Protozoa,Dinozoa,Dinophyceae,Unknown dinoflagellates,Unknown Dinoflagellates,Dinoflagellates,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,unknown,unknown,unknown
Protozoa,Euglenozoa,Euglenophyceae,Unknown,Unknown Euglenoid,Euglenoids,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,Unknown
Plantae,Chlorophyta,Chlorophyceae,Unknown,Unknown Filamentous Green Alga,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown Genus,Unknown,Unknown,Unknown,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Plantae,Chlorophyta,Chlorophyceae,Unknown green alga,Unknown Green Alga,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Unknown pennate diatom,Unknown Pennate Diatom,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,unknown,unknown,unknown
Chromista,Ochrophyta,Coscinodiscophyceae,Urosolenia,Urosolenia sp.,Centric Diatoms,Round & R.M. Crawford,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Volvox,Volvox sp.,Green Algae,Linnaeus,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Warnowia,Warnowia parva,Dinoflagellates,(Lohmann) Lindemann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Warnowia,Warnowia sp.,Dinoflagellates,Lindemann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella botryoides,Green Algae,(West) de Wildeman,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella linearis,Green Algae,G.M. Smith,www.algaebase.org,Westellopsis linearis,(G.M. Smith) C.-C. Jao,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Westella,Westella sp.,Green Algae,de Wildeman,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Woloszynskia,Woloszynskia coronata,Dinoflagellates,(Woloszynska) R. H. Thompson,www.algaebase.org,Tovellia coronata,"(Woloszynska) Moestrup, Lindberg and Daugbjerg",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Woloszynskia,Woloszynskia sp.,Dinoflagellates,Thompson,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Woronichinia,Woronichinia sp.,Cyanobacteria,Elenkin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Xanthidium,Xanthidium sp.,Green Algae,Ehrenberg ex Ralfs,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic or benthic,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Capartogramma,Capartogramma sp.,Pennate Diatom,Kufferath,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Microcostatus,cf. Microcostatus sp.,Pennate Diatom,J.R.Johansen & J.C.Sray,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,,,freshwater
Plantae,Chlorophyta,Chlorophyceae,Nautococcus,cf. Nautococcus sp.,Green alga,Korshikov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,,,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Staurosirella,cf. Staurosirella sp.,Pennate Diatom,D.M.Wiliams & Round,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,Some colonial some solitary,Some benthic some planktonic,freshwater
Chromista,Bacillariophyta,Mediophyceae,Cyclotella,Cyclotella distinguenda,Centric Diatom,Hustedt ,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,,planktonic,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Cymbella,Cymbella tumida,Pennate Diatom,Van Heurck,www.algaebase.org,None,Brébisson,www.algaebase.org,Cavalier-Smith 1998,Colony occasional,,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema cf. obscurum,Pennate Diatom,D.G.Mann,www.algaebase.org,None,Krasske ,www.algaebase.org,Cavalier-Smith 1998,Colony occasional,benthic,freshwater
Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema constricta,Pennate Diatom,Hustedt,www.algaebase.org,Gomphonema lingulatum var. constrictum,Hustedt,www.algaebase.org,Cavalier-Smith 1998,Some colonial some solitary,,freshwater
