Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
MD7A,7/22/1992,10:35,,,,75.2,7,180,,,2.04,3.01,,,0.19,,,,,0.25,,,0.2,,,,15,,,,0.5,,80,,,149,7.7,,23,9,7.4,,,,,,
MD7A,8/5/1992,10:30,,,,78.8,7,180,,,2.22,1.49,,,0.16,,,,9,0.22,,,0.2,,0.09,0.12,15,,,,0.4,,78,,,147,7.4,,24,8,7.2,,,,,,
MD7A,8/24/1992,14:15,,,,95,,,,,2.35,1.89,,,0.15,,,,,0.2,,,0.4,,,,16,,,,0.6,,80,,,159,7.2,,25,6,7.8,,,,,,
MD7A,9/2/1992,9:40,,,,69.8,4,225,,,0.65,2.48,,,0.22,,,,11,0.25,,,0.2,,0.11,0.14,16,,,,0.5,,92,,,190,7.6,,22,6,7.6,,,,,,
MD7A,9/18/1992,10:25,,,,77,7,203,,,0.62,2.74,,,0.22,,,,,0.23,,,ND,,,,18,,,,0.4,,102,,,200,7.4,,22,5,8,,,,,,
MD7A,10/2/1992,10:30,,,,69.8,7,158,,,1.48,2.52,,,0.2,,,,9,0.27,,,0.2,,0.11,0.13,17,,,,0.4,,102,,,176,7.4,,21,4,7.7,,,,,,
MD7A,10/19/1992,12:20,,,,75.2,4,,,,2.41,2.15,,,0.1,,,,,0.4,,,0.1,,,,17,,,,0.4,,148,,,177,8.4,,19,3,7.5,,,,,,
MD7A,11/2/1992,11:50,,,,71.6,9,,,,0.48,2.31,,,0.28,,,,13,0.36,,,0.3,,0.12,0.16,18,,,,0.7,,102,,,188,6.8,,18,6,7.4,,,,,,
MD7A,12/2/1992,11:15,,,,44.6,4,135,,,0.46,0.38,,,0.25,,,,17,0.4,,,0.2,,0.11,0.13,15,,,,0.5,,184,,,222,9.2,,10,2,7.5,,,,,,
MD7A,1/15/1993,10:40,,,,50,7,135,,,1.59,2.91,,,0.21,,,,18,1.8,,,0.8,,0.1,0.22,16,,,,1.3,,24,,,232,10.8,,8,48,7.5,,,,,,
MD7A,2/11/1993,8:10,,,,51.8,7,135,,,0.26,1.38,,,0.2,,,,19,0.98,,,0.6,,0.09,0.16,21,,,,0.9,,40,,,246,8.5,,11,23,,,,,,,
MD7A,3/15/1993,10:50,,,,71.6,,,,,0.4,0.59,,,0.11,,,,16,0.4,,,0.2,,0.06,0.09,16,,,,0.4,,84,,,195,10.4,,17,9,7.6,,,,,,
MD7A,4/12/1993,9:05,,,,60.8,17,,,,0.54,2.33,,,0.07,,,,9,0.16,,,0.1,,0.03,0.05,17,,,,0.2,,82,,,147,9.8,,14,8,,,,,,,
MD7A,5/13/1993,10:05,,,,68,,,,,1.34,1.66,,,0.06,,,,6,0.13,,,0.1,,0.03,0.04,14,,,,0.3,,84,,,84,9,,18,8,7.8,,,,,,
MD7A,6/11/1993,10:15,,,,77,6,,,,0.51,0.82,,,0.06,,,,4,0.1,,,0.2,,0.03,0.06,15,,,,0.2,,68,,,85,8.8,,18,10,7.9,,,,,,
MD7A,7/12/1993,11:05,,,,75.2,12,,,,0.28,1,,,0.09,,,,5,0.14,,,0.1,,0.04,0.06,14,,,,0.3,,92,,,104,8.3,,22,7,7.9,,,,,,
MD7A,7/26/1993,11:00,,,,84.2,6,225,,,,,,,0.12,,,,,0.11,,,0.2,,,,15,,,,0.5,,96,,,117,8.5,,22,6,7.5,,,,,,
MD7A,8/9/1993,11:25,,,,86,6,270,,,0.73,1.52,,,0.11,,,,7,0.21,,,0.2,,0.04,0.05,16,,,,0.4,,96,,,118,7.5,,22,6,7.4,,,,,,
MD7A,9/8/1993,10:55,,,,93.2,,,,,0.74,0.78,,,0.14,,,,7,0.16,,,ND,,0.04,0.06,17,,,,0.3,,104,,,137,7.9,,22,5,7.3,,,,,,
MD7A,10/6/1993,9:50,,,,66.2,11,225,,,0.54,1.25,,,0.15,,,,6,0.21,,,0.2,,0.04,0.07,17,,,,0.3,,120,,,143,8.2,,19,5,7.5,,,,,,
MD7A,11/8/1993,11:20,,,,75.2,,,,,4.72,2.32,,,0.02,,,,15,0.25,,,0.2,,0.02,0.02,15,,,,0.3,,104,,,146,9.2,,17,5,8,,,,,,
MD7A,12/6/1993,11:20,,,,57.2,,,,,0.45,1.17,,,0.24,,,,9,0.28,,,0.2,,0.06,0.08,16,,,,0.6,,110,,,182,9.7,,11,5,7.5,,,,,,
MD7A,1/5/1994,10:50,,,,39.2,8,,,,0.83,1.24,,,0.24,,,,10,0.23,,,0.2,,0.06,0.08,18,,,,0.5,,124,,,177,10.1,,9,7,7.5,,,,,,
MD7A,2/3/1994,11:40,,,,48.2,4,,,,1.13,0.93,,,0.13,,,,22,0.36,,,0.4,,0.05,0.08,17,,,,0.6,,80,,,228,8.7,,10,8,7.3,,,,,,
MD7A,3/4/1994,10:00,,,,60.8,7,,,,0.96,1.42,,,0.14,,,,22,0.5,,,0.3,,0.05,0.09,17,,,,0.5,,68,,,234,8.6,,14,11,7.4,,,,,,
MD7A,4/4/1994,12:55,,,,71.6,19,315,,,4.89,2.61,,,0.12,,,,15,0.25,,,0.2,,0.05,0.08,16,,,,0.4,,92,,,218,9.5,,17,7,7.1,,,,,,
MD7A,5/4/1994,11:55,,,,73.4,7,180,,,35.8,5.06,,,ND,,,,16,0.16,,,0.2,,0.02,0.1,9,,,,0.5,,44,,,189,10.4,,19,19,7.9,,,,,,
MD7A,6/15/1994,10:50,,,,69.8,15,,,,0.83,2.05,,,0.22,,,,11,0.27,,,0.2,,0.07,0.11,16,,,,0.5,,44,,,187,7,,21,16,,,,,,,
MD7A,6/29/1994,11:30,,,,86,9,270,,,,,,,0.19,,,,,0.26,,,0.2,,,,16,,,,0.5,,60,,,163,6.7,,24,9,,,,,,,
MD7A,7/15/1994,10:10,,,,75.2,9,180,,,0.9,1.67,,,0.13,,,,6,0.14,,,ND,,0.05,0.06,15,,,,0.3,,80,,,126,7.3,,24,8,7.5,,,,,,
MD7A,7/27/1994,8:45,,,,68,9,270,,,1.42,1.93,,,0.11,,,,,0.19,,,0.1,,,,17,,,,0.3,,64,,,138,7.2,,23,7,7.1,,,,,,
MD7A,8/15/1994,12:25,,,,86,7,,,,,,,,0.12,,,,9,0.16,,,0.2,,0.07,0.08,17,,,,0.4,,66,,,165,7.1,,24,6,7,,,,,,
MD7A,9/12/1994,10:55,,,,77,7,225,,,1.51,0.95,,,0.12,,,,9,0.12,,,0.2,,0.06,0.08,21,,,,0.3,,128,,,191,8.1,,21,5,7.5,,,,,,
MD7A,9/26/1994,10:35,,,,77,,,,,1.59,1.08,,,0.12,,,,,0.16,,,0.2,,,,19,,,,0.4,,140,,,178,7.9,,22,4,,,,,,,
MD7A,10/25/1994,10:00,,,,66.2,14,180,,,2.01,1.26,,,0.13,,,,14,0.24,,,0.2,,0.06,0.08,16,,,,0.3,,110,,,154,8.7,,17,4,6.9,,,,,,
MD7A,11/28/1994,12:20,,,,50,8,,,,0.71,0.26,,,0.2,,,,12,0.32,,,0.3,,0.07,0.1,17,,,,0.5,,140,,,179,11.2,,10,,7.3,,,,,,
MD7A,12/13/1994,13:05,,,,53.6,3,135,,,0.34,0.76,,,0.18,,,,13,0.72,,,0.5,,0.07,0.11,20,,,,1.3,,80,,,200,9.3,,9,8,7.5,,,,,,
MD7A,1/23/1995,10:10,,,,53.6,14,135,,,0.03,0.9,,,0.11,,,,9,0.59,,,0.4,,0.08,0.16,16,,,,0.6,,22,,,152,9.8,,10,48,7.1,,,,,,
MD7A,2/6/1995,10:40,,,,57.2,,,,,1.11,,,,0.09,,,,7,0.47,,,0.4,,0.08,0.16,16,,,,0.6,,28,,,139,8.5,,12,30,6.9,,,,,,
MD7A,3/24/1995,11:55,,,,50,6,,,,0.94,1.72,,,0.09,,,,7,0.33,,,0.4,,0.08,0.17,14,,,,0.7,,22,,,119,10,,11,50,7.6,,,,,,
MD7A,4/21/1995,9:35,,,,57.2,20,,,,0.97,1.33,,,0.04,,,,4,0.1,,,0.2,,0.02,0.06,15,,,,0.2,,52,,,102,10.7,,13,10,7,,,,,,
MD7A,5/9/1995,12:40,,,,60.8,4,135,,,0.51,1.17,,,0.03,,,,2,0.06,,,ND,,0.02,0.04,14,,,,0.2,,72,,,70,9.8,,15,8,6.7,,,,,,
MD7A,6/20/1995,11:00,,,,75.2,15,,,,0.66,0.96,,,0.06,,,,4,0.08,,,ND,,0.01,0.04,13,,,,0.1,,80,,,87,9.1,,17,7,7.1,,,,,,
MD7A,7/5/1995,10:14,,,,,,,,,0.57,0.99,,,0.05,,,,4,0.06,,,ND,,0.02,0.05,13,,,,0.2,,96,,,72,8.4,,21,8,6.8,,,,,,
MD7A,8/17/1995,10:25,,,,71.6,7,315,,,1.44,1.66,,,0.08,,,,4,0.14,,,0.2,,0.03,0.07,16,,,,0.3,,60,,,115,8.3,,22,8,7.6,,,,,,
MD7A,9/15/1995,10:00,,,,71.6,9,225,,,1.1,1.22,,,0.1,,,,5,0.13,,,0.1,,0.04,0.06,16,,,,0.3,,72,,,140,8.9,,20,6,7.2,,,,,,
MD7A,10/16/1995,11:45,,,,69.8,5,270,,,2.04,0.8,,,0.11,,,,6,0.19,,,0.1,,0.04,0.07,15,,,,0.3,,80,,,124,8.7,,18,5,7.3,,,,,,
MD7A,11/14/1995,11:05,,,,64.4,,,,,1.34,0.74,,,0.12,,,,7,0.22,,,,,0.05,0.12,16,,,,0.4,,108,,,137,9.5,,16,5,7.5,,,,,,
MD7A,12/14/1995,10:55,,,,57.2,3,90,,,0.9,0.88,,,0.13,,,,15,0.45,,,0.2,,0.05,0.08,18,,,,0.4,,72,,,199,9.1,,13,9,7.4,,,,,,
NZ002,5/21/1998,11:00,Site #4,,,,,,,,16.2,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ002,6/19/1998,10:47,,,"clear, light breeze",,,,,,2.43,0.79,,,,,,,,,,,,,,,,,,,,65,30,,,11765,,,19.1,,,,,,,,
NZ002,7/20/1998,13:10,,,"windy, cool",,,,,,2.57,0.41,,,,,,,,,,,,,,,,,,,,70,30,,,16131,,,,,,,,,,,
NZ002,10/19/1998,,No samples collected & time not recorded,Not Sampled & time not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27908,,,16.7,,,,,,,,
NZ002,11/17/1998,13:04,No samples collected,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,30316,,,13.6,,,,,,,,
NZ002,12/16/1998,12:50,,,"Clear, light winds",,,,,,1.8,0.98,,,,,,,,,,,,,,,,,,,,52,42,,,16335,,,10.2,22.9,,,,,,,
NZ002,1/12/1999,,No samples collected & time not recorded,Not Sampled & time not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,25427,,,7.8,,,,,,,,
NZ002,2/11/1999,11:35,,,,,,,,,1.4,0.4,,,,,,,,,,,,,,,,,,,,65,28,,,4563,10.5,,9.6,25.8,,,,,,,
NZ002,3/12/1999,10:55,,,"Sunny, Clear, Windy",,,,,,2.5,0.5,,,,,,,,,,,,,,,,,,,,60,40,,,3959,10.5,,11.1,14.8,,,,,,,
NZ002,4/13/1999,12:25,,Some field data missing,"Sunny, clear and warm",,,,,,7.15,2.12,,,,,,,,,,,,,,,,,,,,63,,,,21935,8.4,,12.4,22.4,,,,,,,
NZ002,5/13/1999,13:25,No samples collected,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,42,,,24291,,,15.9,,,,,,,,
NZ002,6/10/1999,13:10,No samples collected,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,38,,,21703,,,17.8,,,,,,,,
NZ002,7/12/1999,14:30,No samples collected,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28691,,,20.9,,,,,,,,
NZ002,8/9/1999,13:27,No samples collected,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,27769,,,19.7,,,,,,,,
NZ002,9/21/1999,12:38,No samples collected,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31078,,,18.6,,,,,,,,
NZ002,10/20/1999,11:55,No samples collected,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34931,,,18.2,,,,,,,,
NZ002,11/22/1999,14:10,No samples collected,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,34365,,,14.3,,,,,,,,
NZ002,12/21/1999,13:45,No samples collected,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34636,,,11.1,,,,,,,,
NZ002,1/19/2000,12:55,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35684,,,10.9,,,,,,,,
NZ002,2/17/2000,13:45,,Research vessel Compliance used for sampling,"Sunny, cool, calm",,,,,,0.77,2.21,,,,,,,,,,,,,,,,,,,,46,23,,,5050,,,12.12,,,,,,,,
NZ002,3/16/2000,11:50,,,"Partly cloudy, windy, cool",,,,,,7.21,1.73,,,,,,,,,,,,,,,,,,,,59.3,36,,,6379,9,,13.6,27.4,,,,,,,
NZ002,4/14/2000,11:40,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,,,,23991,,,15.4,39.2,,,,,,,
NZ002,5/12/2000,10:15,,,"clear, slight breeze",,,,,,2.47,1.38,,,,,,,,,,,,,,,,,,,,65,39,,,13243,7.6,,16.2,17.7,,,,,,,
NZ002,6/13/2000,12:45,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,25047,,,19.7,22.85,,,,,,,
NZ002,7/11/2000,12:27,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,40,,,27245,,,19.5,19.3,,,,,,,
NZ002,8/9/2000,11:20,No lab data collected due to high surface specific coNDuctance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,36,,,27194,,,20.3,,,,,,,,
NZ002,10/6/2000,12:00,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34770,,,18.6,,,,,,,,
NZ002,11/7/2000,11:55,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,,,,34577,,,14.7,14.07,,,,,,,
NZ002,1/8/2001,13:20,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,,,,41508,,,10.5,14.6,,,,,,,
NZ002,2/6/2001,12:25,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,34835,,,10.5,26.7,,,,,,,
NZ002,3/20/2001,11:40,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,114,,,23546,,,14.5,10.5,,,,,,,
NZ002,4/18/2001,10:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58,,,27446,,,13.32,10.4,,,,,,,
NZ002,5/18/2001,11:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,88,,,28046,9.1,,19.1,6.5,,,,,,,
NZ002,6/15/2001,10:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,90,,,28429,8.08,,20.4,7.53,,,,,,,
NZ002,7/17/2001,12:15,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,62,,,30829,,,19.7,10,,,,,,,
NZ002,8/15/2001,12:05,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,41,,,35072,7.18,,20.1,26.2,,,,,,,
NZ002,9/13/2001,11:40,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,62,,,36627,7.64,,19.1,11.4,,,,,,,
NZ002,10/12/2001,11:25,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,86,,,36944,7.7,,17.9,6.28,,,,,,,
NZ002,11/14/2001,13:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,62,,,38747,,,15.6,11.3,,,,,,,
NZ002,12/11/2001,11:25,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,27482,,,11.6,31.8,,,,,,,
NZ002 ,1/10/2002,11:30,,,"Sunny, cool, overcast, foggy during transit to Benicia",,,,,,0.88,1.55,,,,,,,,,,,,,,,,,,,,31.8,24,,,9112,8.6,,11.4,36,,,,,,,
NZ002 ,2/8/2002,11:15,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40,,,29398,,,10.2,19.3,,,,,,,
NZ002 ,3/8/2002,8:24,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,,,21317,,,12.95,12,,,,,,,
NZ002 ,4/9/2002,12:40,,,,,,,,,4.85,1.31,,,,,,,,,,,,,,,,,,,,57,32,,,25538,8.9,,15.33,20.7,,,,,,,
NZ002 ,5/7/2002,12:00,,D.O. from Horizontal SeaBird,,,,,,,3.24,0.71,,,,,,,,,,,,,,,,,,,,59,80,,,26651,8.6,,16.5,6.1,,,,,,,
NZ002 ,6/6/2002,12:30,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,24470,7.9,,19.6,6.75,,,,,,,
NZ002 ,7/19/2002,11:10,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,54,,,28649,7.83,,20.7,5.6,,,,,,,
NZ002 ,8/17/2002,13:20,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,60,,,35028,7.28,,19.8,4,,,,,,,
NZ002 ,9/17/2002,13:20,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,64,,,36545,8.93,,19.5,40.8,,,,,,,
NZ002 ,10/16/2002,12:25,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,37744,,,17.7,18.1,,,,,,,
NZ002 ,11/15/2002,12:16,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,33475,,,15,7.9,,,,,,,
NZ002 ,12/13/2002,11:05,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,72,,,34705,8.67,,12.5,6.8,,,,,,,
NZ002,1/14/2003,11:50,,,"cloudy, cool",,,,,,1.26,0.3,,,,,,,,,,,,,,,,,,,,63.4,66,,,19428,9.3,,11.7,9.9,,,,,,,
NZ002,2/11/2003,10:35,No lab data collected due to high surface specific coNDuctance,Not Sampled & some field data missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,26047,,,11.6,6.19,,,,,,,
NZ002,3/14/2003,10:50,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,54,,,26417,8.7,,14.4,12.3,,,,,,,
NZ002,4/14/2003,12:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,40,,,30007,9.6,,14.5,19.5,,,,,,,
NZ002,5/13/2003,10:55,,,"Hazy, sunny, warm, breeze",,,,,,3.05,1.95,,,,,,,,,,,,,,,,,,,,42.4,38,,,9783,8.7,,17,21.9,,,,,,,
NZ002,6/11/2003,12:05,,,"overcast, cool, medium to strong winds",,,,,,1.74,0.61,,,,,,,,,,,,,,,,,,,,27.2,56,,,15100,8.4,,18.7,12.1,,,,,,,
NZ002,7/23/2003,11:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,56,,,30254,,,20.7,15.8,,,,,,,
NZ002,8/8/2003,12:00,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,56,,,25582,8.1,,21.8,10.8,,,,,,,
NZ002,9/5/2003,11:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,52,,,32615,7,,20.89,14.3,,,,,,,
NZ002,10/21/2003,12:10,No lab data collected due to high surface specific coNDuctance,Not Sampled,Clear and Calm,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,88,,,36000,7.4,,18.4,5.6,,,,,,,
NZ002,12/19/2003,12:15,No lab data collected due to high surface specific coNDuctance,Not Sampled,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,,,,27600,9.2,,11.3,14.2,,,,,,,
NZ002,1/21/2004,12:30,No lab data collected due to high surface specific coNDuctance,Not Sampled,"Sunny, clear",,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,36,,,23364,9.1,,11.08,24.9,,,,,,,
NZ002,2/20/2004,13:55,,,"Cool and windy (up to 16 knots SE), overcast with some rain",,,,,,1.36,1.4,,,,,,,,,,,,,,,,,,,,45.5,52,,,19345,9.7,,11.9,31.9,,,,,,,
NZ002,3/18/2004,12:00,,,"Sunny, clear, and warm",,,,,,4.06,1.25,,,,,,,,,,,,,,,,,,,,59.8,40,,,20801,8.2,,15.7,19.5,,,,,,,
NZ002,4/15/2004,11:10,,,"Cloudy, Wind < 5 knots",,,,,,5.88,1.84,,,,,,,,,,,,,,,,,,,,63.7,44,,,16180,8.8,,16.1,21.4,,,,,,,
NZ002,7/9/2004,9:55,No lab data collected due to high surface specific coNDuctance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,,,26529,7.5,,19.7,24.9,,,,,,,
NZ002,8/25/2004,11:20,No lab data collected due to high surface specific coNDuctance,,"Clear, sunny, warm",,6.4,,,,,,,,,,,,,,,,,,,,,,,,,38.9,44,,,30497,7.6,,21.14,19.52,,,,,,,
NZ002,9/24/2004,12:00,No lab data collected due to high surface specific coNDuctance,,"Warm, sunny, clear",,3.5,,,,,,,,,,,,,,,,,,,,,,,,,57,72,,,35104,6.62,,20.27,12.85,,,,,,,
NZ002,10/22/2004,11:30,No lab data collected due to high surface specific coNDuctance,"Station did not meet criteria a required by DFG (EC above 20, 000)",Cold and Foggy,,,,,,,,,,,,,,,,,,,,,,,,,,,61,90,,,35395,7.4,,16.97,6.63,,,,,,,
NZ002,11/23/2004,11:50,No lab data collected due to high surface specific coNDuctance,,"Slightly overcast, cool, light winds",,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,56,,,32518,8,,13.9,14.6,,,,,,,
NZ002,12/22/2004,10:10,No lab data collected due to high surface specific coNDuctance,"No Tow at site, not sampled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58,,,31688,8.8,,11.28,17.84,,,,,,,
NZ002,1/21/2005,10:25,No lab data collected due to high surface specific coNDuctance,"EC above 20,000 uS/cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,51,74,,,21440,9.48,,9.57,15.87,,,,,,,
NZ002,2/18/2005,9:20,No lab data collected due to high surface specific coNDuctance,"EC > 20,000 uS/cm",Wind 5-10 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,68,90,,,20783,8.9,,12.63,12.75,,,,,,,
NZ002,3/23/2005,11:20,,,"Overcast, cool, medium to strong winds",,,,,,2.38,1.57,,,,,,,,,,,,,,,,,,,,52.4,24,,,19268,8.4,,15.1,49.2,,,,,,,
NZ002,4/20/2005,11:25,No lab data collected due to high surface specific coNDuctance,"No Tow; EC > 20,000 uS/cm","Mostly sunny, cool, medium winds 10-12 mph",,,,,,,,,,,,,,,,,,,,,,,,,,,60.7,60,,,20207,8.4,,15.7,14.5,,,,,,,
NZ002,5/20/2005,12:10,,,"warm, sunny, clouds, winds 10-15 mph",,,,,,2.17,0.93,,,,,,,,,,,,,,,,,,,,35.5,46,,,9973,8.35,,18.64,20.17,,,,,,,
NZ002,6/17/2005,10:55,,,"cool, increasing clouds throughout the day",,,,,,1.93,0.78,,,,,,,,,,,,,,,,,,,,46.7,64,,,13097,8.3,,19.26,10.53,,,,,,,
NZ002,7/15/2005,8:35,No lab data collected due to high surface specific coNDuctance,"EC > 20,000",Warming up,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,80,,,22040,7.6,,21.18,9,,,,,,,
NZ002,8/12/2005,7:50,No lab data collected due to high surface specific coNDuctance,DO collected with vertical seabird,No weather observation written on data sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,40,68,,,26508,8.9,,20.3,4.7,,,,,,,
NZ002,9/27/2005,11:45,No lab data collected due to high surface specific coNDuctance,Site was over the criteria as described by the Department of Fish and Game.,Mostly sunny and warm with a light breeze,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,58,,,30674,7.8,,18.8,13.2,,,,,,,
NZ002,10/26/2005,10:10,No lab data collected due to high surface specific coNDuctance,"Only sampled when specific coNDuctance is less than 20,000 ?S/cm (per DFG instructions)","Overcast and cold, precipitation in the morning, light to medium winds",,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,72,,,33202,7.6,,16.6,10.8,,,,,,,
NZ002,11/23/2005,9:05,No lab data collected due to high surface specific coNDuctance,,Cool with medium winds,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,60,,,33516,7.6,,14.53,15.02,,,,,,,
NZ002,12/23/2005,9:50,No lab data collected due to high surface specific coNDuctance,EC values not to DFG specifications for sampling,Foggy and cool with light breeze,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,46,,,24883,8.8,,11.6,16.6,,,,,,,
NZ002,1/25/2006,9:40,,,"overcast, cool",,,,,,0.65,0.43,,,,,,,,,,,,,,,,,,,,41.9,53,,,14597,9.4,,10.9,19.24,,,,,,,
NZ002,2/23/2006,10:15,No lab data collected due to high surface specific coNDuctance,"WT and EC were taken from vertical seaird unit.  Did not sample.  Specific coNDuctance uNDer 20,000 (as specified by Fish and Game)","cool, clear, winds 8-10 mph",,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,60,,,21710,9.8,,10.9,14.9,,,,,,,
NZ002,3/24/2006,8:45,,,"overcast, cool",,,,,,5.13,0.63,,,,,,,,,,,,,,,,,,,,40.9,34,,,3601,10.1,,12,24.7,,,,,,,
NZ002,4/25/2006,12:05,,WT and EC measured w/vertical seabird.,Mostly cloudy and cool w/light breeze.,,,,,,3.63,1.68,,,,,,,,,,,,,,,,,,,,42,30,,,633,9.4,,14.7,33.7,,,,,,,
