Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Flag,FlagDescription,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C EPA 415.3 (D) 915 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C EPA 415.3 (T) 914 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L EPA 160.2 64 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L EPA 160.4 72 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered - [1]*,(Bottom) Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Field Notes Notes (Field) - [1]*,North Latitude Decimal Degrees GPS Location - [1]*,West Longitude Decimal Degrees GPS Location - [1]*,Microcystis aeruginosa Field Observations (Water) - [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Secchi Depth Centimeters Secchi Depth - [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) - [1]*,"Air Temperature °F Temperature, Air - [1]*",Water Temperature °C EPA 170.1 (Field) - [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Water Depth at Station Feet Depth of Water Column - [1]*,Weather Observations Weather Observations - [1]*,Wind Velocity Miles/hr Wind Velocity - [1]*,(Bottom) pH pH Units EPA 150.1 (Field) - [1]*,pH pH Units EPA 150.1 (Field) - [1]*
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,12/15/2022 10:25,E1222B2827,3 Feet,,,,Normal Sample,0,67.4,0.08,N/A,31.2,910,0.98,0.338,N/A,2.5,N/A,2.5,0.18,0.62,0.09,14.7,1850,N/A,24.2,N/A,3.9,0.385,0.068,0.37,1.54,0.42,1.73,500,5919,4227,Located at the end of the D4 tow. Same secchi reading was used.,38.06354,-121.821,1,91.1,10.08,91.1,10.14,44,9.99,43.5,9.95,15.8,17.3,33.5,"Partly cloudy, ripples to small waves with no white caps, no rain",3.8,7.51,7.57
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,2/8/2022 10:00,E0222B0333,3 Feet,,,,Normal Sample,0,77.2,0.073,N/A,21.4,277,1.07,0.543,"3.7,3.7**",N/A,"3.5,3.9**",N/A,0.25,2.15,0.083,19.4,"607,608**",20,N/A,2.6,N/A,0.349,0.065,0.37,1.53,0.38,1.58,N/A,1996,1213,Located at D12,38.02171,-121.80791,1,91.8,10.27,94.3,10.55,40,10.1,51.1,10.22,28.3,18.5,40,"Sunny, no waves/flat, no rain",11.2,7.39,7.45
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,4/21/2022 8:35,E0422B0697,3 Feet,,,,Normal Sample,0,75.1,0.056,N/A,23.2,426,4.25,0.25,2.5,N/A,2.5,N/A,0.23,1.45,0.081,12.6,874,"14.2,14.5**",N/A,"<2.5,<2.5**",N/A,0.334,0.068,0.86,3.44,0.9,3.62,N/A,2219,1681,Located 250 yards downstream of channel marker 23.,38.028141,-121.737145,1,93.2,9.09,95.3,9.27,48,16.26,53.2,16.43,14.1,11.6,36.4,"Cloudy; Ripples to small waves, no white caps; No rain",9.3,7.81,7.88
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,5/20/2022 8:50,E0522B0969,3 Feet,,,,Normal Sample,0,72,<0.05,N/A,21.6,334,1.75,0.222,3,N/A,3,N/A,0.14,1.24,0.067,13.4,"740,740**",11.1,N/A,<2.5,N/A,0.249,"0.066,0.067**",0.48,1.87,0.48,1.87,500,1937,1645,Located at marker 24.,38.05489,-121.687173,1,94.9,8.74,95.5,8.8,60,19.08,59.7,19.08,13.5,11.3,42.3,"Sunny, moderate waves/few white caps, no rain",28.8,7.88,7.85
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,6/21/2022 11:30,E0622B1212,3 Feet,,,,Normal Sample,0,66.1,<0.05,N/A,22.5,478,1.73,0.167,N/A,2.9,N/A,2.8,0.16,0.86,0.065,12.1,930,N/A,6.5,N/A,<2.5,0.201,0.065,0.41,1.58,0.42,1.63,500,2131,1852,Located 200 yards upstream of channel marker 23.,38.04785,-121.695857,2,95.8,8.33,97.7,8.46,74,21.98,82.9,22.23,8.9,6.7,38.7,"Sunny, no waves/flat, no rain",12.7,8.03,7.99
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,7/19/2022 9:10,E0722B1428,3 Feet,,,,Normal Sample,0,58.9,<0.05,N/A,20.8,442,2.35,0.061,N/A,2.5,N/A,2.4,0.17,0.82,0.07,11.1,898,N/A,8.4,N/A,<2.5,0.183,0.065,0.5,2.06,0.47,1.96,500,2038,1784,Located at channel marker 19,38.03501,-121.708326,3,94.7,8.04,95.8,8.12,68,23.24,65.8,23.35,7.2,6.6,42,"Sunny, moderate waves/few white caps, no rain",25.3,7.97,8.01
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,8/16/2022 8:45,E0822B1752,3 Feet,,,,Normal Sample,0,55.3,<0.05,N/A,22,519,2.29,0.068,N/A,2.2,N/A,2,0.15,0.82,0.072,10.8,1060,N/A,9.3,N/A,<2.5,0.186,0.062,0.47,1.85,0.45,1.78,500,2111,2011,Located at channel marker 23,38.04419,-121.696307,3,93.9,8.01,94.4,8.05,108,22.96,70.3,23.01,7.3,7.1,35.4,"Sunny, ripples to small waves with no white caps, no rain",11,7.94,7.94
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,10/13/2022 11:00,E1022B2304,3 Feet,,,,Normal Sample,0,58.4,<0.05,N/A,21.7,461,2.13,0.117,N/A,2.3,N/A,2.2,0.12,0.85,0.058,12,964,N/A,8,N/A,<2.5,0.165,0.056,0.43,1.77,0.37,1.52,500,1899,1835,Located a quarter mile downstream of channel marker 28. Zooplankton tow ended at D16.,38.07847,-121.6781,3,94.3,8.51,95.8,8.62,128,20.08,62.2,20.22,9,5.8,40,"Sunny, ripples to small waves with no white caps, no rain",7.6,7.99,7.97
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,11/14/2022 12:20,E1122B2502,3 Feet,,,,Normal Sample,0,62.5,<0.05,N/A,22.2,463,1.69,0.166,N/A,2,N/A,2,0.13,<0.5,0.06,12,912,N/A,"6.9,7.1**",N/A,"<2.5,<2.5**",0.149,0.053,0.33,1.34,0.41,1.65,500,1956,1824,"Located at channel marker 24. Microcystis not visible on the surface but present in the zooplankton 
samples.",38.05247,-121.689591,2,92.2,9.57,92.9,9.57,124,13.43,50.4,13.74,6.8,4.6,43.3,"Sunny, no waves/flat, no rain",1.5,7.73,7.72
SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,12/13/2022 10:40,E1222B2750,3 Feet,,,,Normal Sample,0,64.1,0.056,N/A,21.8,401,1.58,0.276,N/A,2.7,N/A,2.7,0.12,0.87,"0.066,0.071**",14.4,905,N/A,11,N/A,<2.5,"0.283,0.313**",0.054,0.44,1.8,0.4,1.65,500,1873,1737,Located at Jersey Point under the powerlines,38.051835,-121.690685,1,90.7,10.14,91.6,10.23,76,10.14,43.3,10.19,8.6,8.2,43,"Sunny, ripples to small waves with no white caps, no rain",11.2,7.75,7.74
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,4/21/2022 7:40,E0422B0696,3 Feet,,,,Normal Sample,0,77.2,0.067,N/A,35.8,1050,3.33,0.256,2.3,N/A,2.2,N/A,0.22,1.72,0.092,12.5,2080,21.5,N/A,3,N/A,0.324,0.075,0.71,2.86,0.8,3.2,N/A,6583,3865,Located about a half mile downstream of channel marker 10.,38.026166,-121.778143,1,92.5,8.92,92.8,9.04,56,16.06,51.8,16.03,19.3,18.4,44.9,"Cloudy; Ripples to small waves, no white caps; No rain",6.4,7.67,7.7
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,5/20/2022 7:55,E0522B0968,3 Feet,,,,Normal Sample,0,77.9,0.076,N/A,44.3,1480,1.71,0.281,2.8,N/A,2.6,N/A,0.14,1.4,0.085,12,2910,"23.1,24.2**",N/A,"3.8,3.8**",N/A,0.287,0.084,0.43,1.67,0.48,1.85,250,5644,5386,Located 0.5 miles downstream of the Antioch Bridge.,38.027825,-121.76056,1,93.6,8.57,94.3,8.66,44,18.77,58.5,18.62,19.6,15.8,41,"Partly cloudy, large waves/frequent white caps, no rain",33.5,7.76,7.77
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,6/21/2022 10:30,E0622B1211,3 Feet,,,,Normal Sample,0,68.7,<0.05,N/A,37.3,1180,2.14,0.192,N/A,"2.7,2.7**",N/A,"2.7,2.8**",0.17,0.88,0.073,11.9,2200,N/A,9.3,N/A,<2.5,0.245,0.069,0.46,1.8,0.54,2.09,500,6579,4499,Located at channel marker 9. Microcystis not visible on the surface but present in the zooplankton samples.,38.024758,-121.791615,2,94.8,8.18,97.7,8.42,60,21.61,82.2,22.08,9.9,7.1,40.4,"Sunny, no waves/flat, no rain",8.6,7.86,7.9
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,7/19/2022 8:20,E0722B1427,3 Feet,,,,Normal Sample,0,63.2,<0.05,N/A,39.6,1310,2.75,0.081,N/A,2.5,N/A,2.3,0.19,1.22,0.083,10.6,2508,N/A,18.1,N/A,3.4,0.226,0.067,0.49,2.03,0.58,2.41,500,5602,4894,Located at D12,38.021318,-121.80704,3,92.4,7.84,99.2,8.44,56,22.64,61.5,22.63,13.4,10.9,41,"Sunny, moderate waves/few white caps, no rain",19.8,7.83,7.89
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,8/16/2022 7:50,E0822B1751,3 Feet,,,,Normal Sample,0,60.7,<0.05,N/A,40.8,1430,2.47,0.105,N/A,2,N/A,2,0.17,0.76,0.082,10.5,2710,N/A,12.4,N/A,<2.5,0.213,0.069,0.46,1.85,0.52,2.08,500,6179,5077,Located at the end of the D12 tow,38.024423,-121.79298,3,92.1,7.82,92.8,7.9,64,22.53,66.4,22.56,10.3,9.2,37.1,"Sunny, ripples to small waves with no white caps, no rain",13.5,7.79,7.81
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,10/13/2022 9:55,E1022B2303,3 Feet,,,,Normal Sample,0,63,<0.05,N/A,42.3,1360,1.85,0.131,N/A,2.2,N/A,2.2,0.11,0.65,0.069,11,2800,N/A,"7.5,8.4**",N/A,"<2.5,<2.5**",0.133,0.064,0.43,1.77,0.4,1.67,500,5458,5106,Located 400 yards upstream of channel marker 11,38.02796,-121.7621,2,93.4,8.49,94.7,8.6,88,19.16,58.3,19.29,15.5,7.8,38.1,"Sunny, moderate waves with few white caps, no rain",18.8,7.89,7.9
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,11/14/2022 11:00,E1122B2501,3 Feet,,,,Normal Sample,0,65.6,0.064,N/A,41.9,1450,1.09,0.197,N/A,2,N/A,1.9,<0.1,0.54,0.076,11.9,2610,N/A,16.2,N/A,<2.5,0.18,0.062,0.29,1.15,0.3,1.21,500,6221,4969,Located under the powerlines by Mayberry Slough.,38.02544,-121.781581,1,90.2,9.19,90.5,9.29,56,13.56,47.3,13.45,13.2,10.6,38.7,"Sunny, ripples to small waves/no white caps, no rain",4.4,7.5,7.54
SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,12/13/2022 9:30,E1222B2749,3 Feet,,,,Normal Sample,0,67.3,0.083,N/A,38.5,1230,1.1,0.282,N/A,2.4,N/A,2.4,0.16,1.16,0.089,13.6,2380,N/A,26.3,N/A,4,0.292,0.064,0.35,1.47,0.36,1.5,500,5469,4420,Located at station D12,38.02167,-121.80865,1,91.4,10.08,91.6,10.15,48,10.22,42.6,10.12,21.9,14.9,39.7,"Sunny, ripples to small waves with no white caps, no rain",9.9,7.67,7.71
Sacramento River @ Hood - C3A,B9D82211312,1/5/2022 8:30,E0122B0002,3 Feet,,1-DissCalcium 1-DissSilica,,Normal Sample,0,66.6,<0.05,N/A,13.7,8.17,0.67,0.399,4,N/A,4.3,N/A,0.29,2.94,0.057,19.4,119,19.5,N/A,<2.5,N/A,0.349,<0.05,0.53,2.22,0.51,2.21,N/A,214,201,N/A,N/A,N/A,1,93.4,10.99,93.7,11.03,N/A,8.23,47,8.22,15.1,15,15.61,"overcast; no waves, flat; no rain",5,7.47,7.44
Sacramento River @ Hood - C3A,B9D82211312,2/7/2022 10:45,E0222B0303,3 Feet,,,,Normal Sample,0,74.4,<0.05,N/A,13.5,8.23,1.01,0.253,2,N/A,2,N/A,0.15,2.86,0.033,16.8,117,3.1,N/A,<2.5,N/A,0.223,<0.05,0.35,1.45,0.26,1.09,N/A,192,192,N/A,N/A,N/A,1,98.7,11.24,98.9,11.26,N/A,9.6,54,9.62,4.1,3.7,14.7,"Sunny, ripples to small waves with no white caps, no rain",5,7.28,7.28
Sacramento River @ Hood - C3A,B9D82211312,3/9/2022 10:30,E0322B0460,3 Feet,,,,Normal Sample,0,63.6,<0.05,N/A,13,6.22,1.43,0.22,1.8,N/A,1.7,N/A,0.16,1.49,0.021,15.2,97,<2.5,N/A,<2.5,N/A,0.182,<0.05,0.49,2.04,0.38,1.56,N/A,161,161,N/A,N/A,N/A,1,97.1,10.37,97.6,10.42,N/A,12.37,62,12.4,2.7,2.5,15.6,"sunny; no waves, flat; no rain",2,7.61,7.71
Sacramento River @ Hood - C3A,B9D82211312,4/6/2022 9:00,E0422B0667,3 Feet,"VSS sample collected, but missed at the lab - no analysis performed",5-VSS,,Normal Sample,0,61.6,<0.05,N/A,11.9,5.31,0.87,0.187,1.6,N/A,1.6,N/A,0.11,1.15,0.054,15.9,87,<2.5,N/A,N/A,N/A,0.161,0.069,0.31,1.22,0.28,1.09,N/A,151,151,N/A,N/A,N/A,1,93.2,9,93.3,9.01,N/A,17.04,64,17.02,2.5,2.6,14.5,"Sunny; Ripples to small waves, no white caps; No rain",11,7.46,7.52
Sacramento River @ Hood - C3A,B9D82211312,5/19/2022 7:15,E0522B0933,3 Feet,,,,Normal Sample,0,52.8,<0.05,N/A,10.3,5.07,1.3,0.148,2.1,N/A,2.1,N/A,0.15,1.15,0.037,14.8,83,2.5,N/A,<2.5,N/A,0.165,<0.05,0.62,2.42,0.55,2.14,500,138,133,N/A,N/A,N/A,1,93.3,8.22,93.6,8.24,N/A,21.59,70,21.6,2.8,2.6,15.5,"Sunny, no waves/flat, no rain",8,7.43,7.48
Sacramento River @ Hood - C3A,B9D82211312,6/20/2022 10:00,E0622B1194,3 Feet,,,,Normal Sample,0,49.3,<0.05,N/A,9.54,3.97,0.92,0.112,N/A,"2.1,2.3**",N/A,"2.3,2.5**",0.12,<0.5,0.027,14.4,71,N/A,2.9,N/A,<2.5,0.155,<0.05,0.29,1.15,0.28,1.1,500,121,121,N/A,N/A,N/A,1,95.5,8.38,95.9,8.41,N/A,21.75,83,21.78,3.1,2.6,14.7,"Sunny, no waves/flat, no rain",6,7.06,7.1
Sacramento River @ Hood - C3A,B9D82211312,7/18/2022 8:45,E0722B1400,3 Feet,,,,Normal Sample,0,46.8,<0.05,N/A,9.44,4.96,0.82,0.221,N/A,"2.3,2.4**",N/A,"2.4,2.4**",<0.1,<0.5,0.03,13.4,75,N/A,3.4,N/A,<2.5,0.129,<0.05,0.2,1.09,0.22,0.95,500,121,121,Forgot to bring 12V battery so used Van Dorn to collect samples.,N/A,N/A,1,91.8,7.85,92.4,7.9,N/A,23.12,78,23.16,2.7,2.2,15.2,"Sunny, ripples to small waves/no white caps, no rain",11,7.56,7.56
Sacramento River @ Hood - C3A,B9D82211312,8/15/2022 8:00,E0822B1724,3 Feet,,,,Normal Sample,0,46.9,<0.05,N/A,9.32,4.35,0.89,0.17,N/A,"1.5,1.7**",N/A,"1.7,1.8**",<0.1,0.53,0.026,14,70,N/A,2.9,N/A,<2.5,<0.1,<0.05,0.24,1.06,0.22,0.88,500,119,119,N/A,N/A,N/A,1,95.6,8.16,96,8.2,N/A,23.25,76,23.26,1.9,2.1,14.2,"sunny; no waves, flat; no rain",3,7.58,7.65
Sacramento River @ Hood - C3A,B9D82211312,9/13/2022 8:00,E0922B2027,3 Feet,,,,Normal Sample,0,51.2,<0.05,N/A,10.2,5.4,0.84,0.201,N/A,1.8,N/A,1.8,<0.1,<0.5,0.029,14.9,80,N/A,<2.5,N/A,<2.5,0.111,<0.05,0.16,0.8,0.21,1.02,500,131,131,N/A,N/A,N/A,1,93.5,8.15,93.8,8.18,N/A,22.15,64,21.15,1.7,1.7,14.7,"sunny; ripples to small waves, no white caps; no rain",16,7.57,7.65
Sacramento River @ Hood - C3A,B9D82211312,10/12/2022 8:15,E1022B2276,3 Feet,,,,Normal Sample,0,55.2,<0.05,N/A,10.8,5.25,0.7,0.237,N/A,2,N/A,2.1,0.1,<0.5,0.037,15.3,86,N/A,<2.5,N/A,<2.5,0.122,<0.05,0.13,0.59,0.17,0.7,500,139,139,N/A,N/A,N/A,1,93.5,8.3,93.8,8.33,N/A,21.22,61,21.22,1.2,1.1,14.7,"sunny; ripples to small waves, no white caps; no rain",7,7.77,7.74
Sacramento River @ Hood - C3A,B9D82211312,11/10/2022 9:15,E1122B2474,3 Feet,,,,Normal Sample,0,55.4,<0.05,N/A,10.8,5.64,0.53,0.285,N/A,2.2,N/A,2.3,0.14,<0.5,0.084,16,89,N/A,2.6,N/A,<2.5,0.203,0.079,0.24,N/A,0.26,1.24,500,141,141,"Chlorophyll fluorescence in ug/L had negative values, used continuous sonde surface reading, but no continuous bottom readings available.",N/A,N/A,1,89.1,9.47,89.3,9.48,N/A,12.63,46,12.62,2.7,2.7,13.8,"sunny; ripples to small waves, no white caps; no rain",8,7.49,7.57
Sacramento River @ Hood - C3A,B9D82211312,12/9/2022 8:00,E1222B2722,3 Feet,,,,Normal Sample,0,66.5,<0.05,N/A,13.1,9.67,2.07,0.337,N/A,"3.3,3.5**",N/A,"3.3,3.4**",0.18,0.97,0.068,19.6,114,N/A,7,N/A,<2.5,0.25,0.057,0.45,1.85,0.43,1.73,500,N/A,181,Surface specific conductance reading taken from the SRH continuous sonde due to readings being improperly recorded in the field. No bottom specific conductance reading.,N/A,N/A,1,89.5,10.14,89.9,10.18,N/A,9.82,44,9.87,7.3,7.6,14.5,"Foggy, no waves/flat, no rain",10,7.53,7.81
