Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
C9 - West Canal @ Clifton Court Intake,B9C74981333,11/29/2023 10:15,E1123B3086,3 Feet,,Normal Sample,0,56.7,<0.05,N/A,12,32.6,1.31,255,0.239,2.9,2.9,0.22,1.12,0.063,14.1,146,6.6,<2.5,0.272,0.059,, 0.61, 2.55, 0.61, 2.34, 500, 249, 249,N/A,N/A,N/A, 2, 89.5, 9.66, 89.7, 9.69,N/A, 11.87, 51, 11.88, 3.7, 3.4, 11.6,"partly cloudy; no waves, flat; no rain", 3, 7.23, 7.32
D10 - Sacramento River @ Chipps Island,B9D80281551,11/08/2023 13:50,E1123B2971,3 Feet,,Normal Sample,0,67.7,0.074,N/A,70.1,2860,1.27,9310,0.207,2,2,<0.1,<0.5,0.083,13.4,5260,22.3,3.9,0.23,0.082,, 0.45, 1.84, 0.51, 2.06, 500, 12653, 9418,N/A,N/A,N/A, 1, 90.9, 8.5, 93.4, 8.78, 65, 16.5, 63.5, 16.8, 16.5, 11.1, 39.7,"Sunny, ripples to small waves with no white caps, no rain", 9, 7.67, 7.75
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,11/03/2023 09:45,E1123B2722,3 Feet,,Normal Sample,0,55.5,<0.05,N/A,13.6,206,2.18,882,0.171,"2.6,2.6**","2.3,2.4**",0.13,0.83,0.08,14.8,464,"17.4,17.6**","2.6,2.6**",0.174,0.069,, 0.55, 2.22, 0.59, 2.4, 500, 1253, 906,N/A,N/A,N/A, 2, 91, 8.88, 91.6, 8.96, 70, 16.35, 63.5, 16.31, 14.2, 13, 36.1,"Sunny, no waves/flat, no rain", 5.1, 7.55, 7.6
D16 - San Joaquin River @ Twitchell Island,B9D80581401,11/06/2023 11:35,E1123B2836,3 Feet,,Normal Sample,0,52.4,<0.05,<0.1,10.1,20,2.3,189,0.189,"2.6,2.6**","2.6,2.6**",0.12,0.59,0.051,14.7,113,3.6,<2.5,0.164,0.063,, 0.55, 2.24, 0.56, 2.29, 500, 188, 187,N/A,N/A,N/A, 1, 93.5, 9.14, 93.2, 9.05, 176, 16.42, 61.7, 16.77, 3.4, 3, 43.3,"cloudy, no waves, flat, no rain", 13.1, 7.58, 7.69
D19 - Frank's Tract near Russo's Landing,B9D80261369,11/03/2023 11:05,E1123B2723,3 Feet,,Normal Sample,0,53.3,"<0.05,<0.05**",<0.1,"10.4,10.5**",23.9,2.38,203,"0.157,0.158**",2.6,2.6,0.14,0.59,"0.057,0.061**","14.8,15**",122,4.1,<2.5,"0.13,0.177**","0.065,0.067**",, 0.56, 2.27, 0.48, 1.95, 500, 196, 196,N/A,N/A,N/A, 2, 93.3, 9.04, 93, 9.03, 172, 16.82, 64.2, 16.78, 2.4, 2.3, 8.9,"Sunny, no waves/flat, no rain", 3.5, 7.62, 7.7
D19 - Frank's Tract near Russo's Landing,B9D80261369,11/03/2023 11:05,E1123B2725,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B2723,53.5,<0.05,N/A,10.3,24.2,2.42,205,0.153,2.5,2.5,0.1,0.63,0.054,14.7,"121,121**",4.3,<2.5,0.137,0.065,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D22 - Sacramento River @ Emmaton,B9D80511443,11/07/2023 13:55,E1123B2878,3 Feet,,Normal Sample,0,56,<0.05,N/A,12.9,161,2.56,721,0.202,2.3,2.1,0.13,0.91,0.07,14.7,383,12.5,<2.5,0.161,0.071,, 0.58, 2.37, 0.66, 2.66, 500, 1340, 684,N/A,N/A,N/A, 1, 93.7, 9.11, 92.4, 9.03, 76, 16.54, 59.7, 16.36, 10.1, 8.5, 32.5,"Partly cloudy, ripples to small waves no whitecaps, no rain", 12.3, 7.61, 7.81
D26 - San Joaquin River @ Potato Point,B9D80461340,11/06/2023 12:55,E1123B2837,3 Feet,,Normal Sample,0,51.5,<0.05,N/A,10.6,14.9,1.99,169,0.221,2.8,2.7,0.11,0.55,0.053,14.6,104,4,<2.5,0.165,0.063,, 0.62, 2.52, 0.57, 2.32, 500, 167, 168,N/A,N/A,N/A, 1, 93.8, 9.18, 93.1, 9.1, 188, 16.39, 63.5, 16.47, 3.7, 2.9, 39,"partly cloudy, no waves, flat, no rain", 7.8, 7.42, 7.71
D26 - San Joaquin River @ Potato Point,B9D80461340,11/06/2023 12:55,E1123B2840,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B2837,51.4,<0.05,N/A,10.5,14.6,1.82,168,0.22,2.8,2.6,0.14,<0.5,0.054,14.9,"103,103**","5.8,6.2**","<2.5,<2.5**",0.134,0.062,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D28A - Old River @ Rancho Del Rio,B9D75821344,11/03/2023 12:05,E1123B2724,3 Feet,,Normal Sample,0,56.1,<0.05,N/A,12,24.8,4.9,222,0.091,3.2,3.2,0.13,0.77,0.056,14.7,130,2.6,<2.5,0.236,0.061,, 0.81, 3.27, 0.7, 2.84, 500, 220, 220,N/A,N/A,N/A, 3, 88.3, 8.62, 88.5, 8.63, 212, 16.48, 67.5, 16.55, 1.5, 1.2, 19,"Sunny, ripples to small waves/no white caps, no rain", 7.5, 7.44, 7.51
D4 - Sacramento River above Point Sacramento,B9D80381492,11/07/2023 12:20,E1123B2877,3 Feet,,Normal Sample,0,63.8,0.071,N/A,49.9,2100,1.05,6830,0.203,2.1,2.4,<0.1,0.51,0.08,13,"3820,3830**",19.1,2.7,0.208,0.077,, 0.48, 1.94, 0.46, 1.88, 500, 7177, 6807,MC seen in sample,N/A,N/A, 2, 90.4, 8.6, 91.9, 8.72, 64, 16.61, 58.1, 16.77, 21.8, 10.8, 33.5,"Sunny, ripples to small waves no whitecaps, no rain", 10.8, 7.54, 7.56
D4 - Sacramento River above Point Sacramento,B9D80381492,11/07/2023 12:20,E1123B2880,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B2877,63.7,0.067,N/A,53.6,2090,1.03,6730,0.2,2.2,2.1,0.11,<0.5,0.075,13.5,3790,17.3,<2.5,0.237,0.071,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D41 - San Pablo Bay near Pinole Point,E0B80182224,11/13/2023 13:15,E1123B3153,3 Feet,,Normal Sample,0,107,0.079,N/A,319,15200,4.01,41600,0.212,1.3,1.4,<0.1,<0.5,0.088,4,28200,13.9,2.9,0.165,0.083,, 0.84, 3.41, 1.02, 4.13, 500, 44289, 43276,N/A,N/A,N/A, 1, 85.9, 7.28, 90.4, 7.61, 132, 14.95, 55.6, 15.45, 5.3, 3.2, 40.4,"partly cloudy; ripples to small waves, no white caps; no rain", 1.6, 7.76, 7.79
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,11/13/2023 11:55,E1123B3152,3 Feet,,Normal Sample,0,99.9,0.095,N/A,289,13400,1.83,36300,0.22,1.5,1.5,<0.1,<0.5,0.089,5.88,24000,23,3.1,0.183,0.087,, 0.68, 2.77, 0.79, 3.21, 500, 37516, 37497,N/A,N/A,N/A, 1, 88.7, 7.65, 89, 7.67, 84, 15.48, 53.1, 15.55, 8.2, 7.3, 9.8,"partly cloudy; ripples to small waves, no white caps; no rain", 3.9, 7.63, 7.62
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,11/13/2023 11:55,E1123B3157,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B3152,101,0.094,N/A,294,13500,1.74,36200,0.222,1.3,1.1,0.13,<0.5,0.099,5.86,24400,18.9,3.7,0.232,0.099,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,11/08/2023 12:00,E1123B2969,3 Feet,,Normal Sample,0,87.7,0.103,N/A,187,8730,1.49,25100,0.214,1.3,1.3,<0.1,<0.5,0.092,9.08,15800,16.4,3.2,0.245,0.091,, 0.64, 2.6, 0.71, 2.89, 500, 30441, 25800,N/A,N/A,N/A, 1, 87.5, 7.63, 91.6, 8.1, 92, 16.45, 59.4, 16.72, 22.4, 7.3, 48.9,"Sunny, no waves/flat, no rain", 2.9, 7.6, 7.57
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,11/09/2023 11:40,E1123B3024,3 Feet,,Normal Sample,0,75.6,0.095,16.6,112,5200,2.8,15800,0.214,1.6,1.6,<0.1,1.26,0.113,11.5,9380,52.2,8.4,0.255,0.088,, 0.63, 2.57, 0.66, 2.69, 250, 16075, 16056,N/A,N/A,N/A, 1, 92.5, 8.56, 92.5, 8.57, 55, 16.37, 54, 16.27, 16.7, 17.1, 6.6,"Partly cloudy, no waves/flat, no rain", 3.6, 7.55, 7.55
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,11/08/2023 13:00,E1123B2970,3 Feet,,Normal Sample,0,71,"0.083,0.084**",N/A,86.1,3730,1.48,11900,"0.21,0.212**","2,2.1**","2.1,2.1**",<0.1,<0.5,0.074,12.8,6840,"14.7,14.8**","2.8,2.9**",0.178,"0.074,0.075**",, 0.52, 2.14, 0.53, 2.16, 500, 19171, 12328,N/A,N/A,N/A, 1, 90.8, 8.26, 94.4, 8.78, 84, 16.61, 61.3, 16.77, 19.6, 7.5, 45.6,"Sunny, no waves/flat, no rain", 4, 7.72, 7.78
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,11/08/2023 13:00,E1123B2972,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B2970,70.6,0.084,N/A,82.8,3730,1.22,11900,0.213,2,1.9,<0.1,<0.5,0.071,12.2,"6880,6900**",12.5,<2.5,0.171,0.074,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,11/06/2023 14:20,E1123B2838,3 Feet,,Normal Sample,0,53.3,<0.05,N/A,12.1,24.3,2.08,220,0.208,3.4,3.4,0.16,0.57,0.07,11.2,126,<2.5,<2.5,0.245,0.052,, 0.87, 3.5, 0.82, 3.3, 500, 220, 218,N/A,N/A,N/A, 1, 86.9, 8.39, 88.8, 8.56, 280, 17, 64.8, 17.09, 0.9, 1, 17.7,"partly cloudy, no waves, flat, no rain", 11.6, 7.27, 7.47
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,11/13/2023 14:25,E1123B3155,3 Feet,,Normal Sample,0,99.1,0.095,N/A,276,12900,1.69,35000,0.229,"1.6,1.6**","1.1,1.2**",<0.1,0.5,0.094,6.23,23100,"18.1,20**","3.1,3.1**",0.228,0.094,, 0.61, 2.5, 0.83, 3.35, 500, 39804, 36694,"no zoop tow due to surface SpC > 20,000 uS/cm",N/A,N/A, 1, 86.3, 7.37, 90.2, 7.75, 92, 15.5, 56.1, 15.84, 12.4, 6.9, 62.7,"partly cloudy; ripples to small waves, no white caps; no rain", 12.5, 7.77, 7.79
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,11/13/2023 14:45,E1123B3156,3 Feet,,Normal Sample,0,90.2,0.098,N/A,216,9760,0.89,27700,0.219,1.4,1.4,<0.1,<0.5,0.083,8.65,17400,11.3,2.9,0.207,0.094,, 0.65, 2.62, 0.67, 2.72, 500, 37236, 32032,"no zoop tow due to surface SpC > 20,000 uS/cm",N/A,N/A, 1, 87, 7.5, 94.3, 8.21, 106, 15.59, 59.4, 16.18, 10.5, 5.1, 56.1,"partly cloudy; ripples to small waves, no white caps; no rain", 1.2, 7.77, 7.82
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,11/09/2023 13:55,E1123B3026,3 Feet,,Normal Sample,0,81.7,0.124,N/A,73,3000,5.68,9750,0.234,3.4,3.5,0.23,0.59,0.117,12.3,5500,33.3,6.7,0.429,0.06,, 0.67, 2.71, 0.98, 3.96, 250, 12035, 10326,N/A,N/A,N/A, 1, 86.1, 8.22, 84, 7.97, 42, 15.63, 59.2, 16.19, 32.8, 19.4, 24.9,"Partly cloudy, no waves/flat, no rain", 6.2, 7.56, 7.5
NZ068 in Sacramento River,B9D80861414,11/07/2023 14:55,E1123B2879,3 Feet,,Normal Sample,0,55.7,<0.05,N/A,10.7,10.8,1.64,160,0.213,"2.2,2.3**","2.3,2.4**",0.13,<0.5,"0.054,0.055**",15.6,101,3,<2.5,"0.131,0.153**",0.063,, 0.45, 1.82, 0.43, 1.74, 500, 159, 160,N/A,N/A,N/A, 1, 97.9, 9.74, 93.9, 9.34, 204, 15.6, 59.2, 15.65, 2.3, 7.2, 17.7,"Sunny, ripples to small waves no whitecaps, no rain", 16.6, 7.63, 7.94
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,11/13/2023 14:05,E1123B3154,3 Feet,,Normal Sample,0,101,0.083,N/A,286,13200,2.3,35700,0.199,1,1.2,<0.1,<0.5,"0.095,0.096**",6.31,23500,21.6,4,"0.214,0.242**",0.097,, 0.73, 2.95, 1.08, 4.34, 500, 42011, 37234,"no zoop tow due to surface SpC > 20,000 uS/cm",N/A,N/A, 1, 86.2, 7.31, 92.1, 7.92, 67, 15.37, 54.9, 15.68, 9.2, 8.1, 41,"partly cloudy; ripples to small waves, no white caps; no rain", 9.1, 7.77, 7.83
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,11/09/2023 12:50,E1123B3025,3 Feet,,Normal Sample,0,85.7,0.141,N/A,71.4,2790,2.46,8960,0.244,"3.9,3.9**","4,4.1**",0.27,0.53,"0.113,0.121**",12.9,5050,44.8,9.5,"0.474,0.485**",0.069,, 0.94, 3.8, 1, 4.04, 250, 9333, 9098,N/A,N/A,N/A, 1, 75.9, 7.28, 76.2, 7.29, 36, 15.84, 59.4, 15.98, 39.4, 26.2, 16.4,"Partly cloudy, no waves/flat, no rain", 0.8, 7.41, 7.43
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,11/09/2023 12:50,E1123B3027,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B3025,85.2,0.14,N/A,66.8,2790,2.72,8940,0.243,4.1,4,0.25,0.84,0.117,12.6,5020,"36.8,37.4**","5.8,5.8**",0.503,0.067,,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P8 - San Joaquin River @ Buckley Cove,B9D75871229,11/06/2023 16:00,E1123B2839,3 Feet,,Normal Sample,0,54.6,0.074,N/A,14.1,44.7,1.69,338,0.947,3.5,3.3,0.17,0.84,"0.102,0.107**",11.4,190,12.5,<2.5,"0.334,0.369**",0.078,, 0.56, 2.27, 0.73, 2.94, 500, 324, 335,N/A,N/A,N/A, 1, 81, 8.05, 82.3, 8.13, 75, 15.63, 63.3, 15.95, 19.7, 8.8, 38.4,"partly cloudy, no waves, flat, no rain", 5.5, 7.28, 7.33
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,11/07/2023 13:15,E1123B2923,3 Feet,,Normal Sample,0,56.8,<0.05,N/A,15.6,270,2.56,1120,0.197,2.3,2.3,0.13,1.24,0.077,15.2,590,"17.6,17.8**","2.6,2.8**",0.163,0.061,, 0.56, 2.26, 0.62, 2.5, 500, 2032, 1101,Near CM 13, 38.078241, -121.765398, 1, 91.5, 8.88, 93, 9.04, 60, 16.53, 59.9, 16.6, 13, 11.8, 28.5,"Partly cloudy, no waves, flat, no rain", 16.6, 7.68, 7.74
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,11/07/2023 12:45,E1123B2922,3 Feet,,Normal Sample,0,60.1,0.058,N/A,"29.6,30.2**",975,1.78,3520,0.215,2.3,2.3,<0.1,0.75,0.07,"14.4,14.6**",1900,17.7,<2.5,0.238,0.073,, 0.47, 1.93, 0.5, 2.02, 500, 6023, 3725,At the end of the D4 zoop tow; MC seen in sample, 38.062351, -121.816941, 2, 90.8, 8.67, 91.4, 8.79, 66, 16.62, 57.2, 16.66, 19.8, 12.6, 33.5,"Sunny, ripples to small waves no whitecaps, no rain", 15.3, 7.59, 7.61
Sacramento River @ Hood - C3A,B9D82211312,11/29/2023 08:15,E1123B3085,3 Feet,,Normal Sample,0,65,<0.05,N/A,12.5,7.62,0.78,175,0.403,"2.8,3**","2.8,2.9**",0.14,<0.5,"0.036,0.036**",18,112,2.5,<2.5,"0.208,0.214**",<0.05,, 0.33, 1.24, 0.31, 1.22, 500, 171, 171,N/A,N/A,N/A, 1, 93, 10.34, 93.2, 10.37,N/A, 10.63, 44, 10.64, 2.6, 2.6, 14.8,"cloudy; ripples to small waves, no white caps; no rain", 5, 7.29, 7.49
Sacramento River @ Hood - C3A,B9D82211312,11/29/2023 08:15,E1123B3088,3 Feet,,"Duplicate, Specific Analyte(s)",E1123B3085,66.1,<0.05,N/A,13.3,6.98,0.72,176,0.4,2.9,3,0.23,<0.5,0.04,18.9,111,2.5,<2.5,0.24,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/04/2023 14:45,E1223B3169,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,0.179,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/05/2023 16:30,E1223B3235,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/06/2023 14:40,E1223B3270,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/07/2023 12:00,E1223B3310,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/11/2023 15:20,E1223B3402,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/12/2023 13:15,E1223B3457,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,12/14/2023 13:50,E1223B3522,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,0.6,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,12/14/2023 11:00,E1223B3525,3 Feet,,Normal Sample,0,121,<0.05,N/A,35.1,100,5.72,784,1.68,3.2,3.1,0.29,1.55,0.101,14.2,456,15.4,2.7,0.418,0.058,N/A,N/A,N/A, 1.05, 4.77, 500,N/A, 771,Station too shallow to obtain bottom readings,N/A,N/A, 1,N/A,N/A, 91.7, 10.41,N/A,N/A, 50, 9.67,N/A, 6.8, 3.7,"Partly cloudy, no waves/flat, no rain", 3,N/A, 7.67
C9 - West Canal @ Clifton Court Intake,B9C74981333,12/14/2023 09:25,E1223B3524,3 Feet,,Normal Sample,0,60.7,<0.05,N/A,14.4,61,1.2,378,0.308,2.7,2.7,0.16,1,0.064,14.2,214,5.7,<2.5,0.242,0.06,N/A, 0.51, 2.06, 0.49, 2, 500, 369, 369,N/A,N/A,N/A, 1, 89.2, 9.83, 90.1, 9.93,N/A, 11, 44, 11, 3.3, 3, 15.3,"Foggy, no waves/flat, no rain", 3, 7.54, 7.7
C9 - West Canal @ Clifton Court Intake,B9C74981333,12/14/2023 09:25,E1223B3526,3 Feet,,"Duplicate, Specific Analyte(s)",E1223B3524,61.2,<0.05,N/A,14.6,61.4,1.35,379,0.304,2.7,2.6,0.28,1.04,"0.057,0.058**",14.1,"215,215**","6.2,6.2**","<2.5,<2.5**","0.289,0.29**",0.058,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D10 - Sacramento River @ Chipps Island,B9D80281551,12/07/2023 11:25,E1223B3313,3 Feet,,Normal Sample,0,75.7,0.116,N/A,102,4720,1.03,14300,0.283,"1.3,1.3**","1.2,1.3**",<0.1,0.61,0.087,10.3,8560,25.5,3.6,0.238,0.077,N/A, 0.35, 1.46, 0.37, 1.57, 500, 18443, 14071,N/A,N/A,N/A, 1, 92, 9.09, 93.1, 9.38, 60, 12.81, 55.4, 12.76, 16.8, 14, 42.7,"cloudy, ripples to small waves, no white caps, no rain", 16.3, 7.63, 7.63
D10 - Sacramento River @ Chipps Island,B9D80281551,12/07/2023 11:25,E1223B3314,3 Feet,,"Duplicate, Specific Analyte(s)",E1223B3313,75.7,0.117,N/A,101,4700,1.1,14300,0.285,1.3,1.4,<0.1,0.51,"0.088,0.088**",10.9,8460,24.4,3.3,"0.262,0.272**",0.079,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,12/04/2023 10:55,E1223B3170,3 Feet,,Normal Sample,0,63.4,0.07,N/A,38.9,1480,1.42,5020,0.273,2.1,2.1,<0.1,0.55,0.063,14.5,"2730,2740**",12.7,<2.5,0.206,0.066,N/A, 0.48, 1.99, 0.45, 1.87, 500, 6426, 4982,EZ6-SJR was found at D12. Post-tow surface was collected because Pre-tow surface data was overridden by accident.,N/A,N/A, 1, 92, 9.58, 90.9, 9.49, 90, 12.54, 51.8, 12.66, 9.9, 7.2, 38.4,"Partly cloudy, no waves, flat, no rain", 5.8, 7.5, 7.46
